label,text,longText,name,uid,location,isLongText,created_at
人脸识别,,2015➡️2016 中医院这个是我最冷的一个跨年夜全世界的喧嚣热闹似乎与我无关我所仅有的只是在医院的一角紧紧握着妈妈的手那年的冬天也很冷要不是电视上播着跨年演唱会我都忘了新年的到来很冷很累很无助 但是不能哭好像是从那年开始 我开始对跨年没什么期待我讨厌时间的流逝害怕年华会带走我生命里重要的东西可是就是我抓得再紧依然还是两手空空一个月后妈妈还是离开了我2016➡️2017 家里并没有什么特别的仪式感脑海里也没什么印象好像就是游戏睡觉因为某些事一直除人2017➡️2018 帝景湾跟肥妮和龙哥一起在家里看电视12点一到互相说新年快乐新年快乐然后继续各玩各的手机🤣2018➡️2019 家里2019➡️2020 韩国&中国第一次跨年在韩国上空后座是个游历了许多许多地方的上海小哥以及一位睿智幽默的宁波大叔一路唠嗑倒也是有趣宁波大叔跟我说他觉得他去了一趟济州玩的没我彻底让我如果整理出来攻略记得发他一份第二次跨年是在宁波落地在机场跟小妍儿说了新年快乐🎆去到酒店就发生了人脸识别不通过的事2020➡️2021 家里 五月天听着五月天的演唱会编着微博十二点一到立马跟老爸说了新年快乐刻在我心底的名字没想到五月天会唱好好+刻在我心底的名字+后来的我们如果不靠写微博转移注意力估计真的会超级无敌好哭！！！然后五月天的钟快了1分钟好了 写了这么多就怪肥肉没事干嘛撩起我话题 ,如此-佳人,1826519422,未知,True,2021/01/01 00:16
人脸识别,,"目标是方向，目标是希望，「 雀鸟 」也不落单，在2021年也要立Flag！2020年在新冠疫情的影响下，各行业的发展皆面临了减速和挑战，「 雀鸟 」当然也不例外，不过我们依然马不停蹄的完善产品、升级服务，旨在更好的为我们的合作伙伴朋友提供更优质的服务。所以「 雀鸟 」在2021年，立的Flag #你的2020flag倒了没# 就是……2021年，「 雀鸟管家 」 致力于通过前沿科技技术，服务大众生活。雀鸟管家的宗旨：让科技融入生活、让科技服务生活、让科技改变生活！当前各种物联网、人工智能、大数据等新名词已经让大家眼花缭乱，力不从心。不过不得不说，「 雀鸟管家 」就是集互联网｜物联网｜人脸识别等前沿技术于一体的一套智慧住宿综合管理解决方案。如果说人话、就是：“通过手机APP、微信/支付宝小程序、电脑端管理系统、智能硬件等模块组成的一套智慧管理手段，为酒店、公寓、民宿、客栈经营方等提供一套高效、低成本、系统化等管理工具。”这样、大伙可能听起来要舒服些。在2021年，“雀鸟”的Flag依然是：以市场应用为依据,以产品创新为核心,以前沿技术为支撑,为我们的合作伙伴带来更优质的服务，为产品使用者带来更极致的体验，让产品服务更多的群体，让大众生活感受到由科技带来的便捷。除了近期升级的「 雀鸟管家 」商户Web端系统以外，我们还会上线软件：雀鸟管家APP（商户端）支付宝小程序（住客端）硬件：能源管理智能终端欢迎大家奔走相告，让圈子的朋友都感受到我们产品服务带来的不一样的体验，也接受来自各方的意见和建议，我们会及时吸收、并给予反馈和优化。有可能大家觉得“雀鸟”在立Flag时，少了一份“金戈铁马,气吞万里如虎”的气势、其实，我们也想，不过我们更想要的是：合作伙伴朋友为我们的产品创新尖叫，为产品服务体验点赞。在新的一年里，祝大家“新年新气象、新年新希望、新年新收获”！#2021# ",雀鸟管家,7126118143,未知,True,2021/01/01 00:00
人脸识别,在元旦的凌晨，终于把家庭摇号申请提交上去，等待审批…。把我爸妈半夜从被窝里拽起来，找他们的结婚证，人脸识别，辛苦了！,,灿烂阳光-lala,1274798932,北京,False,2021/01/01 01:59
人脸识别,胖了 会连五官都不一样吗？小区的人脸识别 已经不认识我了,,·川渝小火锅·,5673310678,其他,False,2021/01/01 01:56
人脸识别,IOS的人脸识别推送，见证我人生流光溢彩的10年。 ,,玮丰舒,2315730085,上海,False,2021/01/01 01:15
人脸识别,,嘿 你好现在是2021年1月1日零点过九分时间上来说没有什么特别的2020年所经历的一切现在回忆起来都像是做梦一样好像什么都在昨天发生 又好像什么都离我很远本打算早上再来撰写这段文字但凌晨的喧闹 终究还是让本就不平静的我无法入眠那就慢慢开始吧时间上的话 大概就从上一个跨年夜开始说起吧2019年的12月31号的那天下午 寻思着纪念一下 便开始了20.19公里的慢跑记录晚上便是跟着张港魏诗颀黎晨曦一起吃了个肯德基 总体来说还算愉快还有个小心思 悄悄咪咪让她们没有给钱既然故事大概会持续一年 那细节我就不再多加赘述了第二天去看了电影 是一部关于宠物的电影也挺好 后面应该就是回去复习去了之后的好几天儿现在已经记不清了再往后就是回家 回家的第一天是跟孙飞鸿在一起的应该吃的是串串好像是也记不太清了 然后就是过年 过年然后就是疫情突然出现这一个新年应该是我过得最轻松的一个免了所有所有的外出走访活动出门也不用太过于强求接下来就开始很长的等待等着开学大概持续到五月份的时间我应该是做了很多事儿的换句话说应该是想要去做很多事儿的结果很多事儿都好像没有坚持下去比如说学学日语 学学编曲 学学做视频等等终究都没坚持下来正常以前也是这样但是难能可贵的是我的编程水平在那会儿得到了质的飞跃也就是从python开始的学了爬虫 啥人脸识别 啥小游戏 等等当然第一个还是把ppt批量制作那个东西做出来以后最感觉有成就感五月二十几号回的学校 花了几天儿把书的事情弄好了以后就开始写论文了两篇应该是 那会儿写论文指定胡扯然后很快就期末了后面就准备考试 准备暑假招生六月三十号开始的应该是那天晚上便和张老师把这事儿弄清楚了前半年我觉得从这儿开始划分是最为恰当不过的了后半年开始学着带新助理了所有的事儿全部堆到我头上来确实麻烦责任大了 也开始理解去年的那几个老东西的烦闷了不过总体而言结果还算不错中间有些小插曲比如我们几个人的生日还有数学建模培训陈处的离谱数据还有跟张总承诺的小程序哦对了差点儿忘了给黎晨曦写的一篇论文可能确实用了心 肉眼可见 言语间竟能感觉到黎晨曦对我的认可属实不易也是在那天 就业大厅门口一只猫在台阶上晒着夏末的太阳慵懒地躺着 我和她隔得不远黄则达的华为手机留下了这张照片朋友圈配文配的啥记不清了似乎是 生活很美好确实那段日子像是散落在天上的繁星即使是慢慢回忆也有太多太多感触涌上心头甚至热泪盈眶九月份开学以后便开始弄书的事儿弄新助理的事儿弄校园大使的事儿弄数学建模的事儿差点儿漏了还有老苏的事儿合理又不合理短暂又不短暂看似矛盾结果便是数模一等奖 值得祝贺校园大使挣不少 值得祝贺老苏说我还不错 值得祝贺等等我们按部就班地走完了最后一趟招就的旅程结束得有些唐突 以至于现在也还未走出人或许就是这样慢慢走上自我矛盾的路甚至没有好好道别虽然其实也没有真正意义上的离别原先的十二个人突然间全部都在忙所谓自己的事情美言曰享受生活确实但偶尔也会有些感伤 比如现在正躺在床上写这段文字的我然后便是乐山的一趟旅程那件事儿我不愿提起但是跟她们在一起我真的很快乐很快乐回来以后收拾心情开始做了我人生中的第一个小程序照应前文我实现了我给张总的承诺然后就是考试龙湖的兼职简历的投递结果便是考试虽然过程坎坷也都过了兼职也有了点儿小收入只是确实目前能力还差得较远倒在了面试上面然后就是今天写到这里 万千感慨人生的所有一切都值得被纪念我不敢说我的2020年过得多完美因为它确实有些幼稚 无奈和愚蠢但它仍旧是我生命中浓墨重彩的一年哪怕是很多不可能变成现实的事儿哪怕是还没开始努力便已经知道结果的事儿或喜或悲 各掺一半再见 2020 ,木偶人OU,7342772531,重庆,True,2021/01/01 01:02
人脸识别,在火车站里等火车很多看起来年龄很大的爷爷奶奶因为不会人脸识别刷身份证一直在闸机门口进不去工作人员也没有很耐心地去引导大家都很着急怕赶不上车所以时代在进步经济再发展应该要拉上每一个群体的,,宇宙在心上,6341600045,江苏,False,2021/01/01 06:59
人脸识别,真·跨年，一宿没睡宿舍楼锁了，搞不懂学校为什么要搞人脸识别的，刷卡的不好吗？人脸识别系统还有问题，不给识别冻成狗还回不去宿舍,,骑大摩托的坚果儿,6244637719,未知,False,2021/01/01 06:22
人脸识别,闲鱼上搞了一份2020电赛f人脸识别加测温的代码，明明看好了这哥们用的stm32做的，没想到他用了两块板子，主要控制板另一块k20，主体程序用python写的，看不懂啊也没好意思说，感觉这波血亏,,大王在上,210022606,这是我人生中笑得最惨的一次…… 北京 L小奶球的微博视频,False,2021/01/01 06:00
人脸识别,,#再见2020#【1个孩子靠近水域5人收警示短信！#全国首套防溺卫士投用#】12月28日，我国第一套防溺水预警设备在昆明正式投入使用。设备可在感应到有人靠近水域时自动发出语音提示，警示人员离开，而且还能人脸识别，根据对方身份自动向家人或老师等5人传讯。#中国地理# @一手Video L一手Video的秒拍视频 ,张凯华微博,5982278942,河北,True,2021/01/01 07:00
